x z ! SC(2)-0714
     1.0000     -0.0095
     0.9900     -0.0063
     0.9800     -0.0032
     0.9700     -0.0002
     0.9600      0.0027
     0.9500      0.0056
     0.9400      0.0084
     0.9300      0.0111
     0.9200      0.0137
     0.9100      0.0162
     0.9000      0.0187
     0.8900      0.0211
     0.8800      0.0234
     0.8700      0.0256
     0.8600      0.0278
     0.8500      0.0299
     0.8400      0.0319
     0.8300      0.0339
     0.8200      0.0358
     0.8100      0.0376
     0.8000      0.0394
     0.7900      0.0411
     0.7800      0.0427
     0.7700      0.0443
     0.7600      0.0458
     0.7500      0.0473
     0.7400      0.0487
     0.7300      0.0500
     0.7200      0.0513
     0.7100      0.0525
     0.7000      0.0537
     0.6900      0.0548
     0.6800      0.0559
     0.6700      0.0569
     0.6600      0.0579
     0.6500      0.0588
     0.6400      0.0597
     0.6300      0.0605
     0.6200      0.0613
     0.6100      0.0621
     0.6000      0.0628
     0.5900      0.0635
     0.5800      0.0641
     0.5700      0.0647
     0.5600      0.0653
     0.5500      0.0658
     0.5400      0.0663
     0.5300      0.0668
     0.5200      0.0672
     0.5100      0.0676
     0.5000      0.0680
     0.4900      0.0683
     0.4800      0.0686
     0.4700      0.0689
     0.4600      0.0691
     0.4500      0.0693
     0.4400      0.0695
     0.4300      0.0696
     0.4200      0.0697
     0.4100      0.0698
     0.4000      0.0699
     0.3900      0.0699
     0.3800      0.0699
     0.3700      0.0699
     0.3600      0.0698
     0.3500      0.0697
     0.3400      0.0696
     0.3300      0.0694
     0.3200      0.0692
     0.3100      0.0689
     0.3000      0.0686
     0.2900      0.0683
     0.2800      0.0679
     0.2700      0.0675
     0.2600      0.0670
     0.2500      0.0665
     0.2400      0.0660
     0.2300      0.0654
     0.2200      0.0648
     0.2100      0.0641
     0.2000      0.0633
     0.1900      0.0625
     0.1800      0.0616
     0.1700      0.0607
     0.1600      0.0597
     0.1500      0.0586
     0.1400      0.0574
     0.1300      0.0562
     0.1200      0.0549
     0.1100      0.0535
     0.1000      0.0519
     0.0900      0.0502
     0.0800      0.0484
     0.0700      0.0463
     0.0600      0.0440
     0.0500      0.0414
     0.0400      0.0383
     0.0300      0.0346
     0.0200      0.0296
     0.0100      0.0224
     0.0050      0.0166
     0.0020      0.0108
     0.0000      0.0000
     0.0000      0.0000
     0.0020     -0.0108
     0.0050     -0.0166
     0.0100     -0.0224
     0.0200     -0.0296
     0.0300     -0.0345
     0.0400     -0.0382
     0.0500     -0.0413
     0.0600     -0.0439
     0.0700     -0.0462
     0.0800     -0.0483
     0.0900     -0.0501
     0.1000     -0.0518
     0.1100     -0.0534
     0.1200     -0.0549
     0.1300     -0.0562
     0.1400     -0.0574
     0.1500     -0.0586
     0.1600     -0.0597
     0.1700     -0.0607
     0.1800     -0.0616
     0.1900     -0.0625
     0.2000     -0.0633
     0.2100     -0.0641
     0.2200     -0.0648
     0.2300     -0.0655
     0.2400     -0.0661
     0.2500     -0.0667
     0.2600     -0.0672
     0.2700     -0.0677
     0.2800     -0.0681
     0.2900     -0.0685
     0.3000     -0.0688
     0.3100     -0.0691
     0.3200     -0.0693
     0.3300     -0.0695
     0.3400     -0.0696
     0.3500     -0.0697
     0.3600     -0.0697
     0.3700     -0.0697
     0.3800     -0.0696
     0.3900     -0.0695
     0.4000     -0.0693
     0.4100     -0.0691
     0.4200     -0.0688
     0.4300     -0.0685
     0.4400     -0.0681
     0.4500     -0.0677
     0.4600     -0.0672
     0.4700     -0.0667
     0.4800     -0.0661
     0.4900     -0.0654
     0.5000     -0.0646
     0.5100     -0.0637
     0.5200     -0.0627
     0.5300     -0.0616
     0.5400     -0.0604
     0.5500     -0.0591
     0.5600     -0.0577
     0.5700     -0.0562
     0.5800     -0.0546
     0.5900     -0.0529
     0.6000     -0.0511
     0.6100     -0.0492
     0.6200     -0.0473
     0.6300     -0.0453
     0.6400     -0.0433
     0.6500     -0.0412
     0.6600     -0.0391
     0.6700     -0.0370
     0.6800     -0.0348
     0.6900     -0.0326
     0.7000     -0.0304
     0.7100     -0.0282
     0.7200     -0.0260
     0.7300     -0.0238
     0.7400     -0.0216
     0.7500     -0.0194
     0.7600     -0.0173
     0.7700     -0.0152
     0.7800     -0.0132
     0.7900     -0.0113
     0.8000     -0.0095
     0.8100     -0.0079
     0.8200     -0.0064
     0.8300     -0.0050
     0.8400     -0.0038
     0.8500     -0.0028
     0.8600     -0.0020
     0.8700     -0.0014
     0.8800     -0.0010
     0.8900     -0.0008
     0.9000     -0.0009
     0.9100     -0.0012
     0.9200     -0.0017
     0.9300     -0.0025
     0.9400     -0.0036
     0.9500     -0.0050
     0.9600     -0.0067
     0.9700     -0.0087
     0.9800     -0.0110
     0.9900     -0.0136
     1.0000     -0.0165
