Time, Emissions
   0.000000,    0.000000
   0.001667,    0.000000
   0.003333,    0.000000
   0.005000,    0.000000
   0.006667,    0.000000
   0.008333,    0.000000
   0.010000,    0.000000
   0.011667,    0.000000
   0.013333,    0.000000
   0.015000,    0.000000
   0.016667,    0.000000
   0.018333,    0.000000
   0.020000,    0.000000
   0.021667,    0.000000
   0.023333,    0.000000
   0.025000,    0.000000
   0.026667,    0.000000
   0.028333,    0.000000
   0.030000,    0.000000
   0.031667,    0.000000
   0.033333,    0.000000
   0.035000,    0.000000
   0.036667,    0.000000
   0.038333,    0.000000
   0.040000,    0.000000
   0.041667,    0.000000
   0.043333,    0.000000
   0.045000,    0.000000
   0.046667,    0.000000
   0.048333,    0.000000
   0.050000,    0.000000
   0.051667,    0.000000
   0.053333,    0.000000
   0.055000,    0.000000
   0.056667,    0.000000
   0.058333,    0.000000
   0.060000,    0.000000
   0.061667,    0.000000
   0.063333,    0.000000
   0.065000,    0.000000
   0.066667,    0.000000
   0.068333,    0.000000
   0.070000,    0.000000
   0.071667,    0.000000
   0.073333,    0.000000
   0.075000,    0.000000
   0.076667,    0.000000
   0.078333,    0.000000
   0.080000,    0.000000
   0.081667,    0.000000
   0.083333,    0.000000
   0.085000,    0.000000
   0.086667,    0.000000
   0.088333,    0.000000
   0.090000,    0.000000
   0.091667,    0.000000
   0.093333,    0.000000
   0.095000,    0.000000
   0.096667,    0.000000
   0.098333,    0.000000
   0.100000,    0.000000
   0.101667,    0.000000
   0.103333,    0.000000
   0.105000,    0.000000
   0.106667,    0.000000
   0.108333,    0.000000
   0.110000,    0.000000
   0.111667,    0.000000
   0.113333,    0.000000
   0.115000,    0.000000
   0.116667,    0.000000
   0.118333,    0.000000
   0.120000,    0.000000
   0.121667,    0.000000
   0.123333,    0.000000
   0.125000,    0.000000
   0.126667,    0.000000
   0.128333,    0.000000
   0.130000,    0.000000
   0.131667,    0.000000
   0.133333,    0.000000
   0.135000,    0.000000
   0.136667,    0.000000
   0.138333,    0.000000
   0.140000,    0.000000
   0.141667,    0.000000
   0.143333,    0.000000
   0.145000,    0.000000
   0.146667,    0.000000
   0.148333,    0.000000
   0.150000,    0.000000
   0.151667,    0.000000
   0.153333,    0.000000
   0.155000,    0.000000
   0.156667,    0.000000
   0.158333,    0.000000
   0.160000,    0.000000
   0.161667,    0.000000
   0.163333,    0.000000
   0.165000,    0.000000
   0.166667,    0.000000
   0.168333,    0.000000
   0.170000,    0.000000
   0.171667,    0.000000
   0.173333,    0.000000
   0.175000,    0.000000
   0.176667,    0.000000
   0.178333,    0.000000
   0.180000,    0.000000
   0.181667,    0.000000
   0.183333,    0.000000
   0.185000,    0.000000
   0.186667,    0.000000
   0.188333,    0.000000
   0.190000,    0.000000
   0.191667,    0.000000
   0.193333,    0.000000
   0.195000,    0.000000
   0.196667,    0.000000
   0.198333,    0.000000
   0.200000,    0.000000
   0.201667,    0.000000
   0.203333,    0.000000
   0.205000,    0.000000
   0.206667,    0.000000
   0.208333,    0.000000
   0.210000,    0.000000
   0.211667,    0.000000
   0.213333,    0.000000
   0.215000,    0.000000
   0.216667,    0.000000
   0.218333,    0.000000
   0.220000,    0.000000
   0.221667,    0.000000
   0.223333,    0.000000
   0.225000,    0.000000
   0.226667,    0.000000
   0.228333,    0.000000
   0.230000,    0.000000
   0.231667,    0.000000
   0.233333,    0.000000
   0.235000,    0.000000
   0.236667,    0.000000
   0.238333,    0.000000
   0.240000,    0.000000
   0.241667,    0.000000
   0.243333,    0.000000
   0.245000,    0.000000
   0.246667,    0.000000
   0.248333,    0.000000
   0.250000,    0.000000
   0.251667,    0.000000
   0.253333,    0.000000
   0.255000,    0.000000
   0.256667,    0.000000
   0.258333,    0.000000
   0.260000,    0.000000
   0.261667,    0.000000
   0.263333,    0.000000
   0.265000,    0.000000
   0.266667,    0.000000
   0.268333,    0.000000
   0.270000,    0.000000
   0.271667,    0.000000
   0.273333,    0.000000
   0.275000,    0.000000
   0.276667,    0.000000
   0.278333,    0.000000
   0.280000,    0.000000
   0.281667,    0.000000
   0.283333,    0.000000
   0.285000,    0.000000
   0.286667,    0.000000
   0.288333,    0.000000
   0.290000,    0.000000
   0.291667,    0.000000
   0.293333,    0.000000
   0.295000,    0.000000
   0.296667,    0.000000
   0.298333,    0.000000
   0.300000,    0.000000
   0.301667,    0.000000
   0.303333,    0.000000
   0.305000,    0.000000
   0.306667,    0.000000
   0.308333,    0.000000
   0.310000,    0.000000
   0.311667,    0.000000
   0.312369,    0.000000
   0.314036,    0.000000
   0.315703,    0.000000
   0.317369,    0.000000
   0.319036,    0.000000
   0.320703,    0.000000
   0.322369,    0.000000
   0.324036,    0.000000
   0.325703,    0.000000
   0.327369,    0.000000
   0.329036,    0.000000
   0.330703,    0.000000
   0.332369,    0.000000
   0.334036,    0.000000
   0.335703,    0.000000
   0.337369,    0.000000
   0.339036,    0.000000
   0.340703,    0.000000
   0.342369,    0.000000
   0.344036,    0.000000
   0.345703,    0.000000
   0.347369,    0.000000
   0.349036,    0.000000
   0.350703,    0.000000
   0.352369,    0.000000
   0.354036,    0.000000
   0.355703,    0.000000
   0.357369,    0.000000
   0.359036,    0.000000
   0.360703,    0.000000
   0.362369,    0.000000
   0.364036,    0.000000
   0.365703,    0.000000
   0.367369,    0.000000
   0.368518,    0.000000
   0.370185,    0.000000
   0.371852,    0.000000
   0.373518,    0.000000
   0.375185,    0.000000
   0.376852,    0.000000
   0.378518,    0.000000
   0.380185,    0.000000
   0.381852,    0.000000
   0.383518,    0.000000
   0.385185,    0.000000
   0.386852,    0.000000
   0.388518,    0.000000
   0.390185,    0.000000
   0.391852,    0.000000
   0.393518,    0.000000
   0.395185,    0.000000
   0.396852,    0.000000
   0.398518,    0.000000
   0.400185,    0.000000
   0.401852,    0.000000
   0.403518,    0.000000
   0.405185,    0.000000
   0.406852,    0.000000
   0.408518,    0.000000
   0.410185,    0.000000
   0.410185,    0.000000
   1.604481,    0.000000
   2.823272,    0.000000
   4.081386,    0.000000
   5.429985,    0.000000
   6.915721,    0.000000
   8.560390,    0.000000
  10.397371,    0.000000
  12.485334,    0.000000
  14.968358,    0.000000
  14.968358,    0.000000
  15.830802,    0.000000
  16.693245,    0.000000
  17.555688,    0.000000
  18.418132,    0.000000
  19.280575,    0.000000
  20.143018,    0.000000
  21.005461,    0.000000
  21.867905,    0.000000
  22.730348,    0.000000
  23.592791,    0.000000
  24.455235,    0.000000
  25.317678,    0.000000
  26.180121,    0.000000
  27.042565,    0.000000
  27.905008,    0.000000
  28.767451,    0.000000
  29.629895,    0.000000
  30.492338,    0.000000
  31.354781,    0.000000
  32.217225,    0.000000
  33.079668,    0.000000
  33.942111,    0.000000
  34.804555,    0.000000
  35.666998,    0.000000
  36.529441,    0.000000
  37.391885,    0.000000
  38.254328,    0.000000
  39.116771,    0.000000
  39.979215,    0.000000
  39.979215,    0.000000
  41.139143,    0.000000
  42.301874,    0.000000
  43.463193,    0.000000
  44.619342,    0.000000
  45.768081,    0.000000
  46.905098,    0.000000
